y0_pred,y1_pred,y2_pred,y3_pred,y4_pred,y5_pred,y6_pred,y7_pred,y8_pred,y9_pred,y10_pred,y11_pred,y12_pred,y13_pred,y14_pred,y15_pred
1.6517296,1.6516643,1.6516688,1.65173,2.6494086,2.6491234,2.649131,2.6493995,1.6825466,1.6824424,1.6824367,1.6825502,0.43621486,0.43622535,0.43622676,0.43621495
1.6530136,1.6529491,1.652951,1.6530161,2.6450665,2.644757,2.644774,2.6450622,1.6763647,1.6762441,1.6762437,1.6763674,0.4351805,0.43522102,0.43522146,0.43517524
1.6513883,1.6513232,1.6513268,1.6513884,2.6506693,2.6503785,2.6503837,2.6506524,1.6839548,1.6838493,1.683832,1.6839552,0.4365166,0.43652144,0.43652266,0.4365169
1.6507823,1.6507142,1.6507185,1.6507803,2.6529596,2.6526718,2.652675,2.652952,1.6862828,1.6861771,1.6861606,1.6862843,0.4370633,0.4370653,0.43706748,0.43706337
1.651016,1.6509514,1.6509511,1.6510141,2.6521885,2.6519184,2.651917,2.6521869,1.6849393,1.6848341,1.6848314,1.6849415,0.4368842,0.43689093,0.43689334,0.43688583
1.6518769,1.6518146,1.6518139,1.6518749,2.6492639,2.649008,2.6490064,2.6492743,1.6804861,1.6803746,1.680395,1.6804835,0.43619648,0.43621677,0.43621776,0.4361987
1.651874,1.6518103,1.6518109,1.6518717,2.6493783,2.6491122,2.649116,2.6493835,1.6801474,1.6800338,1.6800488,1.6801445,0.43622574,0.43624753,0.4362486,0.43622667
1.650647,1.6505805,1.6505842,1.6506457,2.653812,2.65351,2.6535168,2.6538005,1.685588,1.6854798,1.6854552,1.6855857,0.4372784,0.43728033,0.43728107,0.43727848
1.6511558,1.6510961,1.6510931,1.6511549,2.6520379,2.6517875,2.651785,2.652048,1.6829655,1.6828591,1.682878,1.6829677,0.43686235,0.43687844,0.43687937,0.436865
1.651482,1.6514201,1.6514232,1.651484,2.6510115,2.6507125,2.6507256,2.651,1.6810665,1.6809552,1.680942,1.6810633,0.43662193,0.43663654,0.43663478,0.43662074
